provider,region,network_latency_ms,response_time_ms,availability_percent,resource_utilization_percent
AWS,ap-southeast-1,55,95,99.984,45
Azure,East US,43,53,99.989,64
Azure,Southeast Asia,39,55,99.935,48
AWS,ap-south-1,49,94,99.904,85
AWS,us-east-1,38,61,99.955,43
Azure,Central India,41,70,99.978,85
AWS,eu-west-1,31,53,99.919,94
AWS,eu-west-1,52,87,99.902,58
Azure,Australia East,70,92,99.976,85
AWS,us-east-1,58,93,99.988,88
AWS,ap-southeast-1,28,50,99.925,80
AWS,ap-southeast-1,52,63,99.982,42
Azure,East US,51,75,99.901,59
Azure,Southeast Asia,29,47,99.928,79
AWS,ap-south-1,32,65,99.912,87
GCP,asia-south1,68,96,99.969,91
Azure,Central India,64,85,99.918,60
AWS,eu-west-1,57,75,99.969,57
Azure,West Europe,27,70,99.972,73
Azure,Southeast Asia,27,60,99.938,71
Azure,Southeast Asia,23,65,99.962,64
GCP,asia-south1,35,50,99.92,43
Azure,Australia East,13,31,99.939,94
AWS,us-east-1,43,59,99.94,93
AWS,eu-west-1,14,56,99.955,71
Azure,Central India,59,89,99.945,83
AWS,ap-southeast-1,21,35,99.986,45
AWS,eu-west-1,31,75,99.978,51
GCP,asia-east1,76,87,99.956,65
AWS,us-east-1,72,117,99.974,81
AWS,ap-south-1,50,79,99.993,75
Azure,Southeast Asia,51,95,99.922,89
GCP,us-east1,15,58,99.908,70
Azure,Australia East,12,44,99.94,41
GCP,europe-west1,62,72,99.965,78
Azure,Australia East,70,106,99.903,53
GCP,us-east1,74,99,99.904,71
Azure,Australia East,30,61,99.978,73
GCP,asia-east1,71,112,99.965,49
Azure,Central India,44,84,99.904,63
GCP,europe-west1,79,125,99.967,90
GCP,us-east1,78,117,99.99,88
GCP,us-east1,69,83,99.944,81
AWS,ap-south-1,34,57,99.968,46
AWS,ap-south-1,21,34,99.969,51
GCP,us-east1,45,95,99.956,77
Azure,Southeast Asia,68,91,99.906,62
GCP,europe-west1,59,93,99.929,59
Azure,West Europe,56,97,99.916,92
GCP,us-central1,57,82,99.993,53
AWS,ap-southeast-1,63,95,99.993,95
GCP,europe-west1,23,36,99.993,67
Azure,East US,50,100,99.949,83
AWS,us-east-1,20,47,99.902,47
Azure,Central India,64,107,99.921,82
Azure,West Europe,27,66,99.962,77
Azure,East US,45,77,99.941,70
GCP,asia-east1,21,35,99.981,91
GCP,asia-east1,38,63,99.947,64
GCP,europe-west1,16,47,99.97,58
Azure,East US,71,99,99.969,74
AWS,eu-west-1,48,77,99.983,42
GCP,asia-east1,72,119,99.979,73
Azure,East US,68,110,99.982,82
Azure,Australia East,75,103,99.919,92
Azure,West Europe,26,64,99.95,77
AWS,us-east-1,58,90,99.961,84
GCP,us-central1,73,97,99.991,52
AWS,us-east-1,27,57,99.955,50
AWS,ap-southeast-1,11,33,99.971,43
AWS,eu-west-1,31,79,99.962,58
AWS,us-east-1,16,44,99.92,44
GCP,us-central1,27,45,99.991,43
Azure,Australia East,57,92,99.989,55
GCP,asia-east1,43,64,99.997,48
Azure,East US,57,88,99.936,76
Azure,Central India,51,92,99.943,41
Azure,West Europe,29,71,99.932,91
AWS,eu-west-1,19,53,99.987,69
GCP,asia-south1,62,80,99.952,53
AWS,ap-south-1,36,77,99.953,80
Azure,Australia East,12,40,99.924,55
Azure,Central India,50,65,99.945,54
GCP,asia-east1,46,92,99.976,72
GCP,us-central1,62,94,99.985,73
Azure,Southeast Asia,42,82,99.953,41
GCP,us-east1,16,50,99.918,78
AWS,eu-west-1,69,104,99.968,60
GCP,us-central1,50,61,99.976,46
Azure,West Europe,37,48,99.983,87
AWS,us-west-2,74,106,99.993,48
GCP,asia-east1,11,54,99.927,51
AWS,us-east-1,20,50,99.92,84
Azure,East US,65,93,99.978,86
Azure,Central India,43,62,99.938,95
AWS,eu-west-1,76,92,99.94,73
GCP,asia-south1,70,91,99.977,62
GCP,us-central1,66,92,99.964,48
GCP,us-central1,25,40,99.939,57
GCP,us-central1,37,77,99.948,60
GCP,us-central1,28,66,99.972,85
GCP,us-central1,70,115,99.918,52
AWS,eu-west-1,61,103,99.925,52
GCP,us-east1,79,128,99.973,57
AWS,us-west-2,56,104,99.956,85
AWS,us-west-2,59,91,99.944,93
Azure,East US,72,93,99.989,81
GCP,us-east1,45,56,99.962,61
Azure,Australia East,47,63,99.967,49
Azure,West Europe,47,88,99.933,66
AWS,eu-west-1,62,92,99.918,93
Azure,East US,44,90,99.995,70
GCP,asia-east1,63,90,99.99,40
AWS,us-east-1,68,116,99.997,70
GCP,asia-east1,13,49,99.94,66
AWS,us-east-1,18,38,99.96,48
AWS,us-west-2,26,57,99.971,75
Azure,East US,72,105,99.92,40
GCP,europe-west1,43,62,99.902,73
AWS,eu-west-1,18,52,99.923,51
Azure,Australia East,15,59,99.917,55
Azure,East US,29,59,99.989,77
AWS,ap-southeast-1,21,56,99.985,82
AWS,ap-southeast-1,53,98,99.927,79
AWS,ap-southeast-1,75,124,99.982,76
GCP,asia-south1,34,50,99.958,58
Azure,East US,68,113,99.96,87
GCP,asia-south1,73,96,99.95,70
Azure,West Europe,36,50,99.974,74
GCP,us-central1,17,28,99.938,85
AWS,us-west-2,58,85,99.901,71
AWS,ap-southeast-1,42,54,99.946,77
AWS,eu-west-1,22,72,99.911,89
GCP,us-central1,46,74,99.971,45
GCP,europe-west1,33,82,99.994,45
AWS,us-west-2,56,85,99.919,56
Azure,Central India,60,80,99.919,40
GCP,us-central1,11,33,99.969,49
GCP,asia-east1,23,56,99.976,64
GCP,asia-south1,60,75,99.984,64
Azure,Southeast Asia,43,68,99.981,49
AWS,eu-west-1,28,63,99.977,91
AWS,us-west-2,64,79,99.927,42
GCP,europe-west1,35,60,99.969,65
Azure,East US,76,104,99.915,95
AWS,us-west-2,63,94,99.92,56
Azure,Australia East,24,70,99.981,93
AWS,us-east-1,31,63,99.975,46
AWS,ap-south-1,44,78,99.945,64
Azure,Central India,23,42,99.969,46
AWS,us-east-1,47,84,99.931,93
GCP,asia-south1,59,72,99.971,58
GCP,europe-west1,12,38,99.969,47
AWS,ap-south-1,23,69,99.937,56
Azure,Australia East,73,92,99.941,93
AWS,ap-south-1,10,28,99.959,47
AWS,us-east-1,80,92,99.909,62
AWS,eu-west-1,25,52,99.919,78
AWS,ap-south-1,36,67,99.952,58
Azure,West Europe,72,82,99.906,84
Azure,Australia East,20,68,99.939,47
GCP,us-east1,79,107,99.959,49
GCP,europe-west1,67,103,99.981,93
AWS,us-east-1,73,122,99.957,58
AWS,ap-south-1,47,69,99.948,94
GCP,asia-east1,70,117,99.983,68
GCP,us-central1,54,83,99.997,41
GCP,us-central1,36,79,99.959,43
AWS,ap-south-1,62,87,99.923,44
AWS,eu-west-1,33,79,99.994,91
Azure,Southeast Asia,31,72,99.957,56
Azure,Central India,64,83,99.951,74
Azure,Australia East,58,97,99.909,76
GCP,asia-east1,68,114,99.996,78
GCP,asia-south1,14,33,99.95,80
AWS,ap-southeast-1,64,88,99.937,95
AWS,us-west-2,34,57,99.968,79
GCP,us-central1,22,65,99.916,78
GCP,us-central1,60,83,99.999,42
Azure,East US,44,84,99.947,64
AWS,ap-south-1,25,53,99.996,77
GCP,asia-south1,57,106,99.982,58
Azure,East US,11,41,99.943,58
AWS,ap-south-1,62,102,99.947,48
GCP,us-central1,66,105,99.992,60
Azure,Central India,31,53,99.916,60
Azure,Australia East,42,82,99.931,78
Azure,Australia East,14,38,99.923,61
GCP,europe-west1,47,69,99.993,52
AWS,ap-southeast-1,39,59,99.958,84
Azure,Central India,44,76,99.919,80
Azure,West Europe,60,102,99.902,84
AWS,eu-west-1,44,54,99.984,54
Azure,East US,79,96,99.916,51
AWS,eu-west-1,45,93,99.994,51
AWS,eu-west-1,58,97,99.901,80
Azure,Central India,61,107,99.924,79
AWS,us-west-2,76,124,99.921,70
Azure,Australia East,67,81,99.961,59
GCP,us-central1,53,84,99.989,59
Azure,Australia East,34,72,99.995,82
Azure,Southeast Asia,11,55,99.963,62
AWS,us-west-2,61,73,99.977,89
AWS,ap-southeast-1,55,84,99.96,85
AWS,ap-southeast-1,44,87,99.951,60
GCP,us-central1,71,83,99.909,41
AWS,ap-south-1,48,68,99.948,73
AWS,us-west-2,60,79,99.995,64
AWS,eu-west-1,39,80,99.932,53
GCP,europe-west1,37,77,99.927,85
Azure,Central India,73,84,99.983,87
AWS,ap-south-1,14,62,99.985,75
GCP,asia-south1,11,31,99.904,80
GCP,asia-east1,44,68,99.956,95
Azure,Australia East,34,60,99.935,67
Azure,West Europe,56,76,99.933,61
Azure,East US,31,41,99.909,68
AWS,us-west-2,73,89,99.967,89
GCP,us-central1,11,31,99.97,90
Azure,West Europe,66,109,99.912,71
AWS,us-west-2,15,40,99.906,46
AWS,ap-south-1,26,49,99.905,54
AWS,ap-southeast-1,39,86,99.989,86
GCP,us-central1,21,46,99.93,54
Azure,West Europe,49,76,99.946,45
Azure,Australia East,14,43,99.907,40
GCP,us-central1,77,112,99.914,86
GCP,us-east1,40,82,99.981,55
AWS,eu-west-1,22,40,99.984,78
AWS,ap-south-1,67,109,99.954,64
GCP,asia-south1,13,25,99.974,58
AWS,ap-south-1,71,105,99.98,85
Azure,Central India,32,81,99.983,58
Azure,Australia East,23,47,99.925,41
GCP,us-central1,60,80,99.914,44
Azure,Southeast Asia,57,95,99.994,88
AWS,ap-southeast-1,43,58,99.948,75
Azure,West Europe,41,56,99.971,46
AWS,us-east-1,15,39,99.942,86
GCP,asia-east1,80,91,99.917,90
Azure,West Europe,18,55,99.979,51
GCP,asia-east1,52,76,99.907,91
Azure,East US,33,45,99.966,68
AWS,eu-west-1,55,73,99.948,74
AWS,ap-southeast-1,49,69,99.957,58
GCP,us-east1,59,85,99.987,55
Azure,Central India,24,74,99.947,82
Azure,East US,33,54,99.994,47
GCP,us-east1,24,61,99.919,48
Azure,East US,60,87,99.951,65
Azure,Central India,35,54,99.979,79
AWS,eu-west-1,49,78,99.988,89
Azure,West Europe,11,48,99.904,43
Azure,Southeast Asia,21,57,99.937,54
GCP,europe-west1,27,64,99.916,91
GCP,asia-east1,14,61,99.941,73
GCP,us-east1,39,58,99.901,56
Azure,Central India,49,90,99.99,57
AWS,eu-west-1,67,90,99.934,49
AWS,ap-southeast-1,80,106,99.938,61
GCP,us-east1,30,47,99.987,81
Azure,Australia East,26,47,99.949,49
GCP,asia-south1,39,64,99.928,65
Azure,West Europe,10,59,99.94,53
Azure,Central India,32,57,99.909,43
GCP,asia-south1,60,77,99.92,51
AWS,ap-south-1,27,52,99.962,64
GCP,us-central1,68,99,99.982,72
Azure,East US,10,48,99.911,54
Azure,East US,32,78,99.903,85
Azure,Central India,26,66,99.94,79
AWS,eu-west-1,78,93,99.9,40
Azure,Central India,66,84,99.991,66
GCP,europe-west1,46,86,99.947,84
AWS,ap-southeast-1,75,123,99.951,66
Azure,East US,76,113,99.922,56
AWS,eu-west-1,51,78,99.919,92
GCP,asia-south1,16,29,99.988,78
Azure,East US,27,58,99.951,81
Azure,Central India,35,85,99.917,87
GCP,us-east1,12,31,99.936,77
GCP,asia-south1,52,76,99.963,54
GCP,europe-west1,69,93,99.906,49
AWS,ap-southeast-1,31,75,99.97,46
Azure,Australia East,38,69,99.983,67
Azure,Australia East,59,95,99.982,84
GCP,europe-west1,58,102,99.909,87
AWS,ap-south-1,58,95,99.945,48
AWS,ap-south-1,20,52,99.944,80
Azure,Australia East,39,85,99.989,50
AWS,ap-south-1,58,91,99.934,53
Azure,Central India,69,84,99.956,70
AWS,us-west-2,62,93,99.906,42
GCP,europe-west1,16,28,99.946,86
AWS,us-west-2,24,59,99.965,44
AWS,ap-south-1,52,97,99.973,88
AWS,ap-southeast-1,15,35,99.955,92
Azure,Central India,21,48,99.992,63
AWS,us-west-2,68,112,99.997,93
Azure,Central India,12,32,99.916,83
Azure,Central India,39,60,99.947,51
Azure,West Europe,29,62,99.962,70
Azure,Central India,75,99,99.96,87
GCP,us-central1,26,63,99.978,44
Azure,Southeast Asia,75,121,99.998,94
Azure,West Europe,21,63,99.983,72
AWS,us-east-1,18,46,99.965,56
Azure,Southeast Asia,35,63,99.962,55
AWS,us-west-2,77,105,99.946,82
GCP,asia-east1,18,54,99.959,86
GCP,us-central1,56,95,99.985,77
GCP,us-east1,15,34,99.929,56
AWS,us-east-1,73,108,99.928,45
GCP,asia-east1,70,86,99.975,91
GCP,us-central1,17,38,99.996,66
AWS,us-west-2,66,99,99.904,46
GCP,europe-west1,21,69,99.985,57
GCP,us-east1,59,83,99.91,50
AWS,ap-southeast-1,41,83,99.997,50
Azure,West Europe,15,53,99.998,61
Azure,Southeast Asia,60,84,99.926,88
Azure,East US,50,81,99.982,61
Azure,Australia East,75,106,99.908,94
AWS,ap-southeast-1,46,89,99.998,73
Azure,Southeast Asia,80,127,99.955,54
GCP,asia-east1,20,57,99.923,47
Azure,East US,22,49,99.929,58
Azure,Australia East,14,40,99.927,92
Azure,East US,32,59,99.972,57
AWS,ap-southeast-1,14,46,99.945,81
AWS,us-east-1,28,40,99.94,78
GCP,us-east1,12,50,99.945,75
AWS,eu-west-1,26,57,99.915,78
Azure,Southeast Asia,30,75,99.966,53
GCP,asia-south1,13,56,99.9,84
Azure,West Europe,14,44,99.912,65
GCP,asia-south1,35,54,99.938,59
AWS,eu-west-1,80,97,99.928,69
AWS,ap-south-1,59,96,99.999,75
GCP,us-east1,17,37,99.901,51
Azure,Central India,42,58,99.959,59
GCP,asia-south1,40,50,99.979,78
GCP,us-central1,79,123,99.941,53
GCP,us-east1,63,87,99.991,44
Azure,Southeast Asia,73,106,99.99,60
AWS,us-east-1,31,66,99.966,52
Azure,Central India,32,79,99.953,58
GCP,asia-south1,80,93,99.971,82
GCP,us-east1,39,55,99.974,62
Azure,Central India,52,73,99.991,52
GCP,us-east1,39,89,99.934,48
Azure,East US,33,46,99.999,90
Azure,West Europe,70,96,99.92,59
Azure,Central India,20,43,99.989,86
GCP,us-east1,27,46,99.976,69
Azure,Central India,60,96,99.975,82
AWS,ap-southeast-1,34,51,99.96,59
Azure,Southeast Asia,26,44,99.967,69
Azure,East US,31,58,99.945,95
Azure,Central India,24,69,99.959,82
AWS,us-west-2,35,59,99.974,86
AWS,eu-west-1,49,67,99.951,53
Azure,West Europe,40,71,99.904,41
GCP,us-east1,37,83,99.962,40
GCP,asia-south1,64,84,99.997,54
Azure,East US,21,45,99.939,65
GCP,asia-south1,52,91,99.95,87
Azure,Australia East,47,77,99.965,74
AWS,ap-south-1,80,124,99.933,67
GCP,us-central1,56,100,99.903,68
AWS,us-east-1,73,91,99.927,49
Azure,Southeast Asia,31,52,99.935,53
Azure,Australia East,64,82,99.92,71
Azure,East US,77,109,99.906,42
Azure,West Europe,41,84,99.941,62
AWS,ap-southeast-1,19,32,99.973,58
AWS,us-west-2,40,58,99.907,59
Azure,Australia East,19,50,99.966,56
AWS,us-east-1,38,81,99.924,73
GCP,asia-east1,65,83,99.903,91
AWS,us-west-2,80,118,99.979,92
GCP,asia-south1,31,80,99.97,55
Azure,West Europe,76,120,99.98,83
GCP,us-central1,52,94,99.975,55
GCP,us-east1,57,90,99.96,66
Azure,West Europe,53,72,99.998,49
Azure,Australia East,53,103,99.953,81
AWS,eu-west-1,65,113,99.977,43
Azure,East US,43,69,99.996,64
GCP,us-central1,40,72,99.933,79
Azure,Australia East,22,64,99.979,83
AWS,ap-southeast-1,49,66,99.967,95
GCP,europe-west1,42,86,99.924,45
GCP,asia-south1,57,103,99.968,79
Azure,Australia East,77,109,99.937,75
GCP,europe-west1,28,72,99.912,69
AWS,us-east-1,49,95,99.958,67
AWS,ap-south-1,33,80,99.916,61
Azure,East US,26,64,99.976,84
AWS,ap-south-1,40,72,99.988,86
GCP,europe-west1,69,84,99.95,86
AWS,eu-west-1,40,55,99.936,60
Azure,West Europe,24,53,99.933,74
AWS,ap-southeast-1,20,57,99.9,49
GCP,asia-east1,57,72,99.947,75
Azure,West Europe,57,70,99.918,71
GCP,europe-west1,28,70,99.96,86
Azure,Southeast Asia,12,40,99.987,41
GCP,us-east1,33,69,99.933,55
Azure,East US,76,94,99.981,82
AWS,us-west-2,12,40,99.966,69
GCP,us-central1,29,74,99.995,45
Azure,Australia East,46,68,99.993,70
Azure,Central India,34,54,99.908,49
Azure,Southeast Asia,40,65,99.968,91
Azure,East US,22,69,99.938,49
AWS,ap-southeast-1,31,74,99.966,76
Azure,Australia East,23,59,99.956,94
AWS,ap-south-1,26,49,99.963,86
GCP,europe-west1,58,75,99.97,52
AWS,ap-southeast-1,34,63,99.968,64
AWS,ap-southeast-1,11,36,99.955,77
Azure,Central India,61,97,99.943,61
AWS,ap-southeast-1,27,56,99.915,83
Azure,West Europe,13,23,99.963,42
Azure,West Europe,32,68,99.997,64
GCP,asia-east1,54,68,99.908,95
GCP,us-east1,30,53,99.911,90
GCP,asia-east1,37,75,99.909,71
AWS,ap-south-1,38,85,99.914,62
AWS,ap-southeast-1,71,107,99.991,85
AWS,us-west-2,17,43,99.911,43
Azure,Southeast Asia,53,89,99.91,62
GCP,europe-west1,70,96,99.937,91
Azure,Southeast Asia,13,29,99.99,82
AWS,ap-south-1,75,96,99.97,69
GCP,europe-west1,12,29,99.946,77
GCP,asia-south1,66,107,99.979,66
GCP,us-east1,65,76,99.959,94
Azure,Southeast Asia,57,101,99.968,93
AWS,us-west-2,21,58,99.91,57
AWS,eu-west-1,27,75,99.94,90
GCP,us-central1,72,83,99.928,57
AWS,ap-south-1,51,93,99.982,42
AWS,us-west-2,50,64,99.953,75
AWS,ap-southeast-1,64,90,99.922,50
AWS,eu-west-1,55,80,99.907,48
AWS,us-west-2,46,79,99.988,59
AWS,ap-southeast-1,29,72,99.9,64
Azure,Australia East,52,67,99.979,62
GCP,europe-west1,74,105,99.995,72
AWS,us-east-1,58,87,99.905,60
Azure,Australia East,80,102,99.975,65
Azure,Australia East,78,100,99.976,94
Azure,Southeast Asia,58,101,99.921,80
GCP,europe-west1,56,69,99.949,89
AWS,us-west-2,76,117,99.931,60
GCP,asia-south1,75,108,99.935,74
AWS,us-east-1,42,67,99.95,56
Azure,Australia East,39,54,99.97,56
AWS,eu-west-1,64,103,99.991,64
AWS,us-east-1,37,61,99.985,73
GCP,us-central1,43,81,99.978,79
AWS,us-east-1,30,71,99.96,44
GCP,europe-west1,32,73,99.923,56
AWS,us-east-1,20,50,99.944,91
GCP,us-central1,22,50,99.919,60
AWS,eu-west-1,31,67,99.989,93
AWS,us-east-1,43,90,99.979,89
AWS,ap-southeast-1,44,93,99.937,51
AWS,us-west-2,67,86,99.916,50
AWS,us-east-1,33,74,99.988,67
Azure,Australia East,58,108,99.917,65
AWS,eu-west-1,34,55,99.964,92
GCP,europe-west1,47,61,99.963,77
AWS,us-west-2,55,69,99.997,92
GCP,asia-south1,62,84,99.921,71
GCP,asia-south1,77,121,99.963,70
Azure,West Europe,28,66,99.901,41
Azure,East US,76,112,99.968,87
AWS,us-west-2,14,53,99.943,61
Azure,East US,23,39,99.97,50
Azure,Southeast Asia,69,100,99.934,84
GCP,us-east1,41,52,99.964,74
Azure,East US,67,84,99.91,50
AWS,us-east-1,45,77,99.983,50
AWS,ap-south-1,62,73,99.997,89
AWS,us-west-2,54,64,99.912,48
GCP,asia-south1,50,92,99.948,84
GCP,us-central1,38,71,99.973,55
Azure,Central India,37,53,99.988,95
GCP,europe-west1,19,58,99.987,85
Azure,Central India,66,92,99.935,93
Azure,Central India,19,39,99.965,77
AWS,us-east-1,63,74,99.944,63
AWS,eu-west-1,39,69,99.909,81
GCP,us-east1,48,58,99.97,51
Azure,Australia East,67,106,99.987,47
Azure,West Europe,29,66,99.93,73
AWS,ap-southeast-1,45,58,99.966,93
Azure,West Europe,71,99,99.904,63
Azure,Central India,28,76,99.93,68
GCP,europe-west1,20,66,99.937,56
AWS,us-west-2,18,66,99.953,95
Azure,Australia East,71,121,99.928,95
AWS,ap-south-1,33,64,99.926,50
GCP,us-central1,31,62,99.991,82
AWS,us-east-1,59,88,99.92,64
GCP,asia-east1,33,56,99.977,73
Azure,West Europe,76,114,99.978,47
AWS,eu-west-1,58,86,99.917,42
GCP,europe-west1,21,42,99.935,41
GCP,asia-east1,28,70,99.902,69
GCP,asia-south1,43,86,99.935,44
GCP,us-central1,43,71,99.971,94
GCP,us-east1,65,103,99.905,53
Azure,West Europe,15,59,99.961,82
Azure,East US,45,91,99.994,72
AWS,eu-west-1,38,59,99.918,63
Azure,Central India,48,70,99.975,72
GCP,us-east1,13,32,99.968,62
GCP,us-central1,14,48,99.955,75
GCP,europe-west1,74,95,99.967,54
Azure,Australia East,29,75,99.968,40
GCP,asia-south1,72,86,99.913,58
AWS,ap-southeast-1,67,106,99.944,65
AWS,us-west-2,52,81,99.959,65
AWS,us-east-1,38,53,99.946,64
GCP,asia-south1,15,64,99.934,74
Azure,Southeast Asia,23,56,99.93,42
AWS,ap-south-1,60,71,99.979,56
GCP,europe-west1,78,104,99.959,82
GCP,us-central1,76,122,99.977,69
AWS,us-west-2,48,71,99.994,72
GCP,asia-east1,45,72,99.934,57
GCP,us-east1,23,33,99.958,67
Azure,Central India,79,119,99.956,47
Azure,Central India,15,45,99.974,67
GCP,asia-south1,27,75,99.944,45
Azure,Central India,68,91,99.904,66
GCP,asia-east1,61,102,99.996,92
AWS,us-east-1,56,95,99.935,84
AWS,us-east-1,71,103,99.977,86
AWS,us-east-1,70,89,99.958,43
AWS,ap-southeast-1,47,91,99.982,83
GCP,us-east1,76,123,99.934,63
Azure,Southeast Asia,10,22,99.974,88
Azure,Southeast Asia,28,64,99.911,55
Azure,Central India,51,81,99.953,45
AWS,us-west-2,19,29,99.944,51
AWS,us-west-2,46,61,99.943,94
Azure,Central India,36,58,99.902,46
AWS,ap-south-1,80,125,99.984,63
Azure,East US,72,89,99.986,49
Azure,Southeast Asia,34,72,99.916,54
GCP,us-central1,15,46,99.925,66
AWS,us-east-1,44,56,99.936,88
GCP,us-central1,67,107,99.919,61
Azure,East US,77,127,99.988,80
Azure,Southeast Asia,13,35,99.902,56
GCP,asia-south1,73,104,99.919,54
GCP,asia-south1,70,90,99.902,79
AWS,us-west-2,51,82,99.986,69
Azure,Central India,20,49,99.909,64
AWS,us-east-1,35,59,99.971,55
Azure,East US,55,76,99.917,70
AWS,us-west-2,78,105,99.953,85
Azure,Central India,12,50,99.914,86
AWS,ap-southeast-1,20,64,99.916,80
AWS,eu-west-1,35,69,99.92,43
AWS,ap-south-1,43,54,99.972,84
GCP,asia-south1,43,59,99.946,82
Azure,Australia East,30,43,99.915,42
Azure,Australia East,73,92,99.938,66
GCP,europe-west1,26,59,99.982,84
Azure,Australia East,45,92,99.918,86
Azure,East US,77,125,99.958,63
Azure,Southeast Asia,35,47,99.953,74
Azure,Southeast Asia,53,82,99.925,63
Azure,East US,27,63,99.956,79
Azure,Southeast Asia,54,71,99.934,55
GCP,asia-south1,29,41,99.947,54
GCP,us-east1,14,25,99.998,76
Azure,Southeast Asia,79,123,99.929,80
GCP,us-east1,17,28,99.986,42
GCP,europe-west1,45,58,99.901,78
Azure,East US,62,104,99.911,94
AWS,ap-south-1,69,89,99.976,61
Azure,Southeast Asia,37,60,99.909,73
Azure,West Europe,33,51,99.988,56
Azure,Southeast Asia,64,111,99.961,79
Azure,Australia East,74,120,99.916,48
Azure,Australia East,19,35,99.934,75
GCP,us-central1,67,107,99.962,69
AWS,us-east-1,22,48,99.94,93
AWS,us-east-1,78,122,99.937,55
AWS,eu-west-1,58,108,99.904,93
AWS,ap-southeast-1,37,81,99.921,85
Azure,Southeast Asia,74,112,99.931,59
AWS,ap-south-1,80,119,99.983,75
AWS,ap-south-1,17,27,99.981,52
AWS,ap-south-1,16,27,99.998,53
AWS,us-east-1,23,58,99.984,55
Azure,Southeast Asia,13,45,99.94,46
Azure,East US,64,104,99.946,83
Azure,West Europe,45,91,99.922,68
AWS,us-west-2,16,34,99.976,55
GCP,us-central1,80,92,99.927,41
GCP,asia-south1,61,81,99.933,81
GCP,us-central1,56,77,99.947,92
Azure,Southeast Asia,56,103,99.915,88
AWS,us-east-1,22,68,99.942,95
AWS,ap-southeast-1,34,45,99.929,61
GCP,asia-east1,13,37,99.932,47
Azure,East US,16,51,99.984,51
Azure,East US,25,57,99.958,40
AWS,us-east-1,35,69,99.939,94
Azure,Southeast Asia,35,46,99.995,46
AWS,us-west-2,77,108,99.924,81
AWS,ap-southeast-1,36,51,99.9,43
GCP,europe-west1,51,66,99.996,91
AWS,us-west-2,42,69,99.983,71
AWS,ap-southeast-1,65,88,99.986,68
GCP,us-east1,41,74,99.962,87
GCP,asia-east1,51,90,99.999,57
AWS,us-west-2,20,44,99.979,88
GCP,us-east1,22,51,99.96,58
GCP,asia-south1,56,79,99.921,74
GCP,europe-west1,41,89,99.961,50
GCP,asia-south1,30,68,99.977,48
AWS,us-west-2,48,60,99.971,86
GCP,us-central1,32,43,99.915,46
Azure,West Europe,17,66,99.993,81
Azure,Central India,33,68,99.907,85
GCP,asia-south1,32,45,99.913,85
AWS,ap-southeast-1,55,100,99.993,80
AWS,us-west-2,67,100,99.923,67
AWS,ap-southeast-1,19,30,99.985,84
Azure,Central India,14,64,99.965,77
AWS,us-east-1,14,29,99.957,66
Azure,East US,51,61,99.932,47
GCP,europe-west1,18,33,99.943,54
Azure,Australia East,31,52,99.913,92
Azure,Australia East,72,83,99.962,79
GCP,europe-west1,17,60,99.967,40
GCP,asia-south1,12,26,99.946,51
GCP,us-east1,71,111,99.936,64
Azure,Southeast Asia,63,113,99.983,54
AWS,eu-west-1,60,79,99.917,84
Azure,Australia East,11,48,99.916,72
Azure,Southeast Asia,23,35,99.973,40
AWS,ap-south-1,71,101,99.931,86
Azure,Australia East,16,51,99.976,95
GCP,us-east1,61,90,99.921,88
GCP,asia-east1,23,52,99.926,70
GCP,asia-east1,37,62,99.943,54
Azure,East US,34,60,99.903,66
GCP,asia-south1,31,72,99.976,68
AWS,eu-west-1,21,41,99.906,81
Azure,Australia East,42,76,99.948,90
AWS,eu-west-1,35,67,99.986,90
GCP,us-central1,29,71,99.937,46
Azure,West Europe,46,82,99.911,73
Azure,West Europe,76,124,99.971,58
GCP,asia-east1,66,76,99.968,62
GCP,europe-west1,72,97,99.946,52
AWS,ap-southeast-1,19,64,99.917,79
GCP,asia-east1,40,68,99.975,86
Azure,West Europe,48,64,99.943,74
Azure,Australia East,29,55,99.934,72
GCP,europe-west1,35,75,99.935,91
AWS,ap-south-1,39,84,99.996,89
GCP,asia-east1,24,41,99.91,60
GCP,asia-south1,72,98,99.978,76
AWS,ap-south-1,10,56,99.923,84
Azure,East US,60,99,99.97,84
AWS,us-west-2,78,107,99.996,89
GCP,europe-west1,34,56,99.951,83
GCP,us-central1,60,76,99.916,93
GCP,asia-south1,28,57,99.937,43
AWS,us-west-2,68,93,99.931,42
Azure,Central India,61,108,99.94,46
Azure,West Europe,65,95,99.914,50
GCP,us-east1,48,73,99.97,50
Azure,Southeast Asia,74,90,99.919,62
GCP,asia-east1,67,111,99.98,75
Azure,East US,20,46,99.931,47
GCP,us-central1,75,85,99.961,64
GCP,europe-west1,79,107,99.985,64
GCP,us-east1,32,54,99.915,78
GCP,us-east1,70,106,99.947,81
GCP,asia-east1,37,74,99.969,44
AWS,us-east-1,67,95,99.996,49
Azure,West Europe,35,46,99.915,81
Azure,Central India,71,95,99.996,89
AWS,eu-west-1,67,113,99.949,94
Azure,East US,11,48,99.926,54
Azure,East US,52,76,99.956,78
Azure,Australia East,27,52,99.942,61
GCP,us-central1,16,35,99.9,74
AWS,us-east-1,26,73,99.942,82
GCP,us-central1,59,105,99.986,95
AWS,us-east-1,72,115,99.983,41
AWS,us-west-2,58,69,99.96,67
Azure,West Europe,15,43,99.916,72
